155
platformBlocks
-75, 575, 424, 1652.10278320313, 1500.60229492188,
3375, 575, 194, 755.099304199219, 4053.60424804688,
5475, 575, 78, 302.700012207031, 5701.1943359375,
6225, 575, 20, 76.5, <null>,
6525, 575, 20, 76.5, <null>,
6825, 575, 20, 76.5, <null>,
7125, 575, 20, 76.5, <null>,
8475, 575, 146, 567.899597167969, 8966.3876953125,
9725, 575, 20, 76.5, <null>,
9750, 575, 20, 76.5, <null>,
10025, 575, 20, 76.5, <null>,
10350, 575, 20, 76.5, <null>,
10325, 575, 20, 76.5, <null>,
10050, 575, 20, 76.5, <null>,
10625, 575, 20, 76.5, <null>,
10625, 575, 32, 123.300018310547, 10671.798828125,
3225, 575, 20, 76.5, <null>,
12075, 575, 308, 1199.69995117188, 13198.171875,
14925, 575, 98, 380.699890136719, 15229.1923828125,
15975, 50, 500, 1948.50463867188, 17847.13671875,
20475, 50, 270, 1051.4990234375, 21450.09765625,
22725, 50, 20, 76.5, <null>,
22581, 50, 20, 76.5, <null>,
4875, 575, 78, 302.700012207031, 5101.1943359375,
7275, 575, 40, 154.500030517578, 7352.998046875,
8175, 575, 40, 154.500030517578, 8252.998046875,
7575, 575, 78, 302.700012207031, 7801.1943359375,
10875, 575, 154, 599.099548339844, 11397.5869140625,
14475, 575, 58, 224.700057983398, 14623.1962890625,
19875, 50, 78, 302.700012207031, 20101.22265625,
15825, 50, 20, 76.5, <null>,
22875, 50, 136, 528.899658203125, 23327.4453125,
24075, 50, 78, 302.700012207031, 24301.22265625,
24900, 50, 20, 76.5, <null>,
24625, 50, 20, 76.5, <null>,
24975, 50, 174, 677.099426269531, 25575.66015625,
26200, 50, 20, 76.5, <null>,
26475, 50, 90, 349.499938964844, 26748.02734375,
27225, 0, 98, 380.699890136719, 27529.23046875,
28275, 0, 98, 380.699890136719, 28579.23046875,
29175, 0, 90, 349.499938964844, 29448.02734375,
30000, 0, 146, 567.899597167969, 30491.44921875,
31275, 0, 462, 1800.3037109375, 32998.97265625,
23925, 50, 20, 76.5, <null>,
27075, 50, 20, 76.5, <null>,
27975, 0, 40, 154.500030517578, 28053.0078125,
29025, 0, 20, 76.5, <null>,
15675, 575, 20, 76.5, <null>,
15799.7998046875, 575, 20, 76.5, <null>,
15924.599609375, 575, 20, 76.5, <null>,
16049.3994140625, 575, 20, 76.5, <null>,
16174.19921875, 575, 20, 76.5, <null>,
16298.9990234375, 575, 20, 76.5, <null>,
16423.798828125, 575, 20, 76.5, <null>,
16548.599609375, 575, 20, 76.5, <null>,
16673.400390625, 575, 20, 76.5, <null>,
16798.201171875, 575, 20, 76.5, <null>,
16923.001953125, 575, 20, 76.5, <null>,
17047.802734375, 575, 20, 76.5, <null>,
17172.603515625, 575, 20, 76.5, <null>,
17297.404296875, 575, 20, 76.5, <null>,
17422.205078125, 575, 20, 76.5, <null>,
17547.005859375, 575, 20, 76.5, <null>,
17671.806640625, 575, 20, 76.5, <null>,
17796.607421875, 575, 20, 76.5, <null>,
17921.408203125, 575, 20, 76.5, <null>,
18046.208984375, 575, 20, 76.5, <null>,
18171.009765625, 575, 20, 76.5, <null>,
18295.810546875, 575, 20, 76.5, <null>,
18420.611328125, 575, 20, 76.5, <null>,
18545.412109375, 575, 20, 76.5, <null>,
18670.212890625, 575, 20, 76.5, <null>,
18795.013671875, 575, 20, 76.5, <null>,
18919.814453125, 575, 20, 76.5, <null>,
19044.615234375, 575, 20, 76.5, <null>,
19169.416015625, 575, 20, 76.5, <null>,
19294.216796875, 575, 20, 76.5, <null>,
19419.017578125, 575, 20, 76.5, <null>,
19543.818359375, 575, 20, 76.5, <null>,
19668.619140625, 575, 20, 76.5, <null>,
19793.419921875, 575, 20, 76.5, <null>,
19918.220703125, 575, 20, 76.5, <null>,
20043.021484375, 575, 20, 76.5, <null>,
20167.822265625, 575, 20, 76.5, <null>,
20292.623046875, 575, 20, 76.5, <null>,
20417.423828125, 575, 20, 76.5, <null>,
20542.224609375, 575, 20, 76.5, <null>,
20667.025390625, 575, 20, 76.5, <null>,
20791.826171875, 575, 20, 76.5, <null>,
20916.626953125, 575, 20, 76.5, <null>,
21041.427734375, 575, 20, 76.5, <null>,
21166.228515625, 575, 20, 76.5, <null>,
21291.029296875, 575, 20, 76.5, <null>,
21415.830078125, 575, 20, 76.5, <null>,
21540.630859375, 575, 20, 76.5, <null>,
21665.431640625, 575, 20, 76.5, <null>,
21790.232421875, 575, 20, 76.5, <null>,
21915.033203125, 575, 20, 76.5, <null>,
22039.833984375, 575, 20, 76.5, <null>,
22164.634765625, 575, 20, 76.5, <null>,
22289.435546875, 575, 20, 76.5, <null>,
22414.236328125, 575, 20, 76.5, <null>,
22539.037109375, 575, 20, 76.5, <null>,
22663.837890625, 575, 20, 76.5, <null>,
22788.638671875, 575, 20, 76.5, <null>,
22913.439453125, 575, 20, 76.5, <null>,
23038.240234375, 575, 20, 76.5, <null>,
23163.041015625, 575, 20, 76.5, <null>,
23287.841796875, 575, 20, 76.5, <null>,
23412.642578125, 575, 20, 76.5, <null>,
23537.443359375, 575, 20, 76.5, <null>,
23662.244140625, 575, 20, 76.5, <null>,
23787.044921875, 575, 20, 76.5, <null>,
23911.845703125, 575, 20, 76.5, <null>,
24036.646484375, 575, 20, 76.5, <null>,
24161.447265625, 575, 20, 76.5, <null>,
24286.248046875, 575, 20, 76.5, <null>,
24411.048828125, 575, 20, 76.5, <null>,
-75, 575, 20, 76.5, <null>,
75, 575, 20, 76.5, <null>,
225, 575, 20, 76.5, <null>,
375, 575, 20, 76.5, <null>,
525, 575, 20, 76.5, <null>,
675, 575, 20, 76.5, <null>,
825, 575, 20, 76.5, <null>,
975, 575, 20, 76.5, <null>,
1125, 575, 20, 76.5, <null>,
1275, 575, 20, 76.5, <null>,
1425, 575, 20, 76.5, <null>,
1575, 575, 20, 76.5, <null>,
1725, 575, 20, 76.5, <null>,
1875, 575, 20, 76.5, <null>,
2025, 575, 20, 76.5, <null>,
2175, 575, 20, 76.5, <null>,
2325, 575, 20, 76.5, <null>,
2475, 575, 20, 76.5, <null>,
2625, 575, 20, 76.5, <null>,
2775, 575, 20, 76.5, <null>,
2925, 575, 20, 76.5, <null>,
3075, 575, 20, 76.5, <null>,
3375, 575, 20, 76.5, <null>,
3525, 575, 20, 76.5, <null>,
3675, 575, 20, 76.5, <null>,
3825, 575, 20, 76.5, <null>,
3975, 575, 20, 76.5, <null>,
4125, 575, 20, 76.5, <null>,
4275, 575, 20, 76.5, <null>,
4425, 575, 20, 76.5, <null>,
4575, 575, 20, 76.5, <null>,
4725, 575, 20, 76.5, <null>,
5475, 575, 20, 76.5, <null>,
5625, 575, 20, 76.5, <null>,
5775, 575, 20, 76.5, <null>,
5925, 575, 14, 53.0999984741211, 5901.6005859375,
6225, 575, 14, 53.0999984741211, 6201.6005859375,
6525, 575, 14, 53.0999984741211, 6501.6005859375,
6825, 575, 14, 53.0999984741211, 6801.6005859375,
7125, 575, 20, 76.5, <null>,
8475, 575, 20, 76.5, <null>,
8625, 575, 20, 76.5, <null>,
8775, 575, 20, 76.5, <null>,
8925, 575, 20, 76.5, <null>,
9075, 575, 20, 76.5, <null>,
9225, 575, 20, 76.5, <null>,
9375, 575, 20, 76.5, <null>,
9450, 575, 20, 76.5, <null>,
9725, 575, 20, 76.5, <null>,
9750, 575, 20, 76.5, <null>,
10025, 575, 20, 76.5, <null>,
10350, 575, 20, 76.5, <null>,
10325, 575, 20, 76.5, <null>,
10050, 575, 20, 76.5, <null>,
10625, 575, 20, 76.5, <null>,
10625, 575, 20, 76.5, <null>,
10725, 575, 20, 76.5, <null>,
3225, 575, 20, 76.5, <null>,
12075, 575, 20, 76.5, <null>,
12225, 575, 20, 76.5, <null>,
12375, 575, 20, 76.5, <null>,
12525, 575, 20, 76.5, <null>,
12675, 575, 20, 76.5, <null>,
12825, 575, 20, 76.5, <null>,
12975, 575, 20, 76.5, <null>,
13125, 575, 20, 76.5, <null>,
13275, 575, 20, 76.5, <null>,
13425, 575, 20, 76.5, <null>,
13575, 575, 20, 76.5, <null>,
13725, 575, 20, 76.5, <null>,
13875, 575, 20, 76.5, <null>,
14025, 575, 20, 76.5, <null>,
14175, 575, 20, 76.5, <null>,
14325, 575, 20, 76.5, <null>,
14925, 575, 20, 76.5, <null>,
15075, 575, 20, 76.5, <null>,
15225, 575, 20, 76.5, <null>,
15375, 575, 20, 76.5, <null>,
15525, 575, 20, 76.5, <null>,
15975, 50, 20, 76.5, <null>,
16125, 50, 20, 76.5, <null>,
16275, 50, 20, 76.5, <null>,
16425, 50, 20, 76.5, <null>,
16575, 50, 20, 76.5, <null>,
16725, 50, 20, 76.5, <null>,
16875, 50, 20, 76.5, <null>,
17025, 50, 20, 76.5, <null>,
17175, 50, 20, 76.5, <null>,
17325, 50, 20, 76.5, <null>,
17475, 50, 20, 76.5, <null>,
17625, 50, 20, 76.5, <null>,
17775, 50, 20, 76.5, <null>,
17925, 50, 20, 76.5, <null>,
18075, 50, 20, 76.5, <null>,
18225, 50, 20, 76.5, <null>,
18375, 50, 20, 76.5, <null>,
18525, 50, 20, 76.5, <null>,
18675, 50, 20, 76.5, <null>,
18825, 50, 20, 76.5, <null>,
18975, 50, 20, 76.5, <null>,
19125, 50, 20, 76.5, <null>,
19275, 50, 20, 76.5, <null>,
19425, 50, 20, 76.5, <null>,
19575, 50, 20, 76.5, <null>,
19725, 50, 20, 76.5, <null>,
20475, 50, 20, 76.5, <null>,
20625, 50, 20, 76.5, <null>,
20775, 50, 20, 76.5, <null>,
20925, 50, 20, 76.5, <null>,
21075, 50, 20, 76.5, <null>,
21225, 50, 20, 76.5, <null>,
21375, 50, 20, 76.5, <null>,
21525, 50, 20, 76.5, <null>,
21675, 50, 20, 76.5, <null>,
21825, 50, 20, 76.5, <null>,
21975, 50, 20, 76.5, <null>,
22125, 50, 20, 76.5, <null>,
22275, 50, 20, 76.5, <null>,
22425, 50, 20, 76.5, <null>,
22725, 50, 20, 76.5, <null>,
22581, 50, 20, 76.5, <null>,
4875, 575, 20, 76.5, <null>,
5025, 575, 20, 76.5, <null>,
5175, 575, 20, 76.5, <null>,
5325, 575, 20, 76.5, <null>,
7275, 575, 20, 76.5, <null>,
7425, 575, 20, 76.5, <null>,
8175, 575, 20, 76.5, <null>,
8325, 575, 20, 76.5, <null>,
7575, 575, 20, 76.5, <null>,
7725, 575, 20, 76.5, <null>,
7875, 575, 20, 76.5, <null>,
8025, 575, 20, 76.5, <null>,
10875, 575, 20, 76.5, <null>,
11025, 575, 20, 76.5, <null>,
11175, 575, 20, 76.5, <null>,
11325, 575, 20, 76.5, <null>,
11475, 575, 20, 76.5, <null>,
11625, 575, 20, 76.5, <null>,
11775, 575, 20, 76.5, <null>,
11925, 575, 20, 76.5, <null>,
14475, 575, 20, 76.5, <null>,
14625, 575, 20, 76.5, <null>,
14775, 575, 20, 76.5, <null>,
19875, 50, 20, 76.5, <null>,
20025, 50, 20, 76.5, <null>,
20175, 50, 20, 76.5, <null>,
20325, 50, 20, 76.5, <null>,
15825, 50, 20, 76.5, <null>,
22875, 50, 20, 76.5, <null>,
23025, 50, 20, 76.5, <null>,
23175, 50, 20, 76.5, <null>,
23325, 50, 20, 76.5, <null>,
23475, 50, 20, 76.5, <null>,
23625, 50, 20, 76.5, <null>,
