platformBlocks
75, 750
225, 750
375, 750
525, 750
675, 750
825, 750
975, 750
1125, 750
1275, 750
1500, 750
2025, 725
1725, 725
75, 450
225, 450
375, 450
525, 450
675, 450
825, 450
975, 450
1125, 450
1425, 450
1275, 450
1575, 450
1725, 450
1425, 750
1875, 450
2025, 450
2175, 725
1875, 725
2325, 725
2175, 450
2325, 450
2475, 450
2625, 450
2625, 750
2775, 750
2475, 750
2925, 750
2875, 425
2650, 450
2925, 425
3075, 425
3225, 425
3375, 425
3525, 425
3975, 450
3825, 450
4125, 450
3675, 450
3075, 750
3225, 750
3375, 750
3525, 750
3675, 750
3825, 750
3975, 750
4125, 750
4275, 475
4425, 475
4575, 475
4725, 475
4275, 750
4425, 750
4575, 750
4725, 750
4875, 475
5025, 475
5175, 475
5325, 475
4875, 750
5025, 750
5175, 750
5325, 750
5475, 475
5625, 475
5775, 475
5925, 475
5475, 750
5625, 750
5775, 750
5925, 750
6075, 750
6225, 750
6375, 750
6525, 750
6075, 475
6225, 475
6375, 475
6525, 475
6675, 750
6825, 750
6975, 750
7125, 750
6675, 475
6825, 475
0, 0
7000, 475
6975, 475
7175, 450
7275, 450
7425, 450
7575, 450
7725, 450
7275, 750
7425, 750
7575, 750
7725, 750
7875, 450
8025, 450
8175, 450
8325, 450
7875, 750
8025, 750
8175, 750
8325, 750
8475, 750
8625, 750
8775, 750
8925, 750
8475, 450
8625, 450
8775, 450
8925, 450
9075, 750
9225, 750
9375, 750
9525, 750
9075, 450
9225, 450
9375, 450
9525, 450
9675, 750
9825, 750
9975, 750
10125, 750
9675, 450
9825, 450
9975, 450
10000, 450
10150, 425
10275, 425
10425, 425
10575, 425
10725, 425
10275, 750
10425, 750
10575, 750
10725, 750
10875, 475
11025, 475
11175, 475
11200, 475
10875, 750
11025, 750
11175, 750
11325, 750
11350, 450
11475, 450
11625, 450
11775, 450
11925, 450
11475, 750
11625, 750
11775, 750
11925, 750
12075, 750
12225, 750
12375, 750
12525, 750
11950, 450
12175, 425
12300, 425
12400, 425
12625, 425
12775, 425
12925, 425
13225, 450
13000, 425
12675, 750
12825, 750
12975, 750
13125, 750
13275, 750
13425, 750
13575, 750
13725, 750
13375, 450
13525, 450
13675, 450
13725, 450
13875, 450
14025, 450
14175, 450
14325, 450
13875, 750
14025, 750
14175, 750
14325, 750
14475, 750
14625, 750
14775, 750
14925, 750
14475, 450
14625, 450
14775, 450
14925, 450
14500, 350
14625, 350
14775, 350
14925, 350
14500, 300
14625, 300
14775, 300
14925, 300
15075, 750
15225, 750
15375, 750
15525, 750
15075, 450
15225, 450
15375, 450
15525, 450
15100, 650
15400, 300
15100, 600
15400, 350
15675, 450
15825, 450
15975, 450
16125, 450
15675, 750
15825, 750
15975, 750
16125, 750
16275, 750
16300, 750
16525, 750
16600, 750
16725, 750
16150, 450
16350, 425
16400, 425
16550, 450
16725, 450
16625, 450
16875, 450
17025, 450
17175, 450
17325, 450
16875, 750
17025, 750
17175, 750
17325, 750
17350, 450
17575, 450
17650, 450
17475, 750
17500, 750
17725, 750
17800, 750
17875, 450
18025, 750
18025, 450
18175, 450
18325, 450
18475, 450
18525, 450
18175, 750
18400, 750
18525, 750
18275, 750
18675, 450
18825, 450
18975, 450
19125, 450
18675, 750
18825, 750
18975, 750
19125, 750
19275, 750
19425, 750
19575, 750
19725, 750
19275, 450
19425, 450
19575, 450
19725, 450
19875, 450
20025, 450
20175, 450
20325, 450
19875, 750
20025, 750
20175, 750
20325, 750
20475, 450
20625, 450
20775, 450
20925, 450
20475, 750
20625, 750
20775, 750
20925, 750
20950, 450
21100, 425
21250, 400
21400, 425
21550, 450
20975, 750
21125, 775
21250, 775
21400, 750
21550, 750
21725, 750
21900, 750
22200, 750
22075, 750
21725, 450
22075, 450
21900, 450
22150, 450
22300, 425
22450, 425
22600, 400
22725, 400
22300, 750
22450, 725
22600, 725
22750, 700
22875, 400
23025, 400
23175, 400
23400, 400
22875, 700
23025, 700
23175, 700
23325, 700
23325, 400
23350, 700
23575, 725
23650, 725
23875, 750
23925, 750
23550, 425
23700, 450
23800, 475
24025, 475
24075, 750
24225, 750
24375, 750
24525, 750
24175, 475
24225, 475
24375, 475
24525, 475
24675, 750
24825, 750
24975, 750
25125, 750
24675, 475
24825, 475
24975, 475
25125, 475
25875, 475
26025, 475
26175, 475
26325, 475
26475, 475
26625, 475
26775, 475
26850, 475
27000, 500
27150, 500
27300, 500
27400, 500
27550, 475
27700, 475
27850, 475
27975, 475
28125, 475
25800, 750
25925, 775
26050, 750
26350, 750
26250, 775
26100, 750
26950, 750
26850, 775
26425, 750
26525, 775
26650, 750
26700, 750
27100, 750
27250, 750
27400, 750
27525, 750
27675, 750
27825, 750
27975, 750
28125, 750
28275, 475
28425, 475
28575, 475
28725, 475
28275, 750
28425, 750
28575, 750
28725, 750
25825, 475
28875, 475
29025, 475
29175, 475
29275, 475
28875, 750
29025, 750
29175, 750
29325, 750
29500, 450
29725, 450
29800, 450
29400, 750
29500, 775
29650, 750
29700, 750
29800, 775
29950, 750
30025, 500
30100, 500
30075, 750
30325, 500
30400, 500
30550, 475
30225, 750
30375, 750
30525, 750
30675, 475
30825, 475
30975, 475
31125, 475
30675, 750
30700, 750
30925, 750
31000, 750
31225, 750
31275, 475
31425, 475
31575, 475
31725, 475
31300, 750
31600, 750
31525, 750
31825, 750
-75, 750
-225, 750
-75, 450
-225, 450
actionIndicators
1550, 700
0, 0
2700, 400
4500, 700
4650, 700
5025, 725
5250, 425
5625, 725
5850, 425
4725, 675
5925, 400
5325, 400
5550, 700
4575, 675
4950, 700
4500, 425
4350, 700
4200, 700
4050, 700
3900, 400
3900, 700
3750, 700
3600, 700
3000, 375
3300, 375
2400, 400
2250, 675
1800, 675
1050, 700
1050, 400
600, 700
600, 400
6450, 425
6525, 400
6150, 700
6225, 725
6750, 700
6825, 725
0, 0
7050, 425
7125, 400
7275, 700
7350, 700
7425, 700
7650, 700
7725, 725
7875, 400
7950, 400
