platformBlocks
75, 350
75, 625
225, 350
375, 350
525, 350
675, 350
825, 350
975, 350
1125, 350
1275, 350
1425, 350
1575, 350
1725, 350
1875, 350
2025, 350
2175, 350
2325, 350
2475, 350
2625, 350
2775, 350
2925, 350
225, 625
375, 625
525, 625
675, 625
825, 625
975, 625
1125, 625
1275, 625
1425, 625
1575, 625
1725, 625
1875, 625
2025, 625
2175, 625
2325, 625
2475, 625
2625, 625
2775, 625
2925, 625
3075, 350
3075, 625
3225, 350
3225, 625
3375, 625
3525, 625
3675, 625
3825, 625
3975, 625
4125, 625
4275, 625
4425, 625
3375, 350
3525, 350
3675, 350
3825, 350
3975, 350
4125, 350
4275, 350
4425, 350
4575, 350
4725, 350
4875, 350
5025, 350
5175, 350
5325, 350
5475, 350
5625, 350
5775, 350
5925, 350
4575, 625
4725, 625
4875, 625
5025, 625
5175, 625
5325, 625
5475, 625
5625, 625
5775, 625
5925, 625
6075, 350
6225, 350
6375, 350
6525, 350
6075, 625
6225, 625
6375, 625
6525, 625
6675, 350
6675, 625
6825, 350
7125, 350
7575, 350
7725, 350
8025, 350
8075, 350
8325, 350
8375, 350
8625, 350
8675, 350
8975, 350
6825, 625
6975, 625
7125, 625
7275, 625
7425, 625
7575, 625
7725, 625
7875, 625
8025, 625
8775, 625
8475, 625
8925, 625
6975, 350
7275, 350
7425, 350
7875, 350
9225, 625
8175, 625
8325, 625
8625, 625
9075, 625
9525, 625
8925, 350
9225, 350
9275, 625
9825, 625
9575, 625
9875, 625
10125, 625
10425, 625
10175, 625
10575, 625
10600, 625
9375, 350
9525, 350
9675, 350
9825, 350
9975, 350
10125, 350
10275, 350
10425, 350
10575, 350
10725, 350
10725, 625
10875, 350
11025, 350
11175, 350
11325, 350
11475, 350
11625, 350
11775, 350
11925, 350
10875, 625
11025, 625
11175, 625
11325, 625
11475, 625
11625, 625
11775, 625
11925, 625
12075, 625
12225, 350
12375, 350
12525, 350
12675, 350
12825, 350
12225, 625
12075, 350
12375, 625
12525, 625
12675, 625
12825, 625
12975, 350
13125, 350
13275, 350
13425, 350
13575, 350
13725, 350
13875, 350
12975, 625
13125, 625
13275, 625
13425, 625
13575, 625
13725, 625
13875, 625
14025, 350
14175, 350
14325, 350
14025, 625
14175, 625
14325, 625
14475, 350
14625, 350
14775, 350
14925, 350
15075, 350
15225, 350
15375, 350
15525, 350
15675, 350
15825, 350
15975, 350
16125, 350
16275, 350
16425, 350
16575, 350
16725, 350
16875, 350
17025, 350
17325, 350
17175, 350
17475, 350
17625, 350
17775, 350
17925, 350
14475, 625
14625, 625
14775, 625
14925, 625
15075, 625
15225, 625
15375, 625
15525, 625
15675, 625
15825, 625
15975, 625
16725, 625
16275, 625
16425, 625
16575, 625
16125, 625
16875, 625
17025, 625
17175, 625
17325, 625
17475, 625
17625, 625
17775, 625
17925, 625
18075, 625
18075, 350
18225, 350
18525, 350
18675, 350
18825, 350
18225, 625
18375, 625
18525, 625
18675, 625
18825, 625
18975, 350
18975, 625
19125, 350
19275, 350
19425, 350
19575, 350
19725, 350
19875, 350
20025, 350
20175, 350
19125, 625
19275, 625
19425, 625
19575, 625
19725, 625
19875, 625
20025, 625
20175, 625
20325, 350
20325, 625
20775, 625
20475, 350
20625, 350
20625, 625
20475, 625
20775, 350
0, 0
18375, 350
20925, 625
20925, 350
-75, 625
-225, 625
-75, 350
-225, 350
actionIndicators
2250, 300
2850, 300
3150, 300
3450, 575
3750, 575
4050, 575
4350, 575
4650, 300
4950, 300
5250, 300
5550, 300
5850, 575
6150, 575
6450, 575
6750, 575
11850, 300
12150, 575
12450, 300
12750, 575
14250, 575
14550, 575
14625, 300
14700, 300
14850, 575
15225, 300
15300, 300
15150, 575
15450, 575
15750, 575
15825, 300
15600, 300
2550, 300
16650, 575
16950, 575
17250, 300
17550, 300
17925, 500
18225, 500
18525, 500
18825, 500
19125, 225
19425, 225
19725, 225
20025, 225
14325, 575
15375, 575
player1checkpoints
7650, 550
11250, 550
13650, 550
16050, 550
player2checkpoints
7650, 275
11250, 275
13650, 275
16050, 275
player1
0, 590
player2
0.00000190735, 315
enemies
2247, 298
2547, 298
2847, 298
3147, 298
3447, 573
3747, 573
4047, 573
4347, 573
4647, 298
4947, 298
5247, 298
5547, 298
5847, 573
6147, 573
6447, 573
6747, 573
11847, 298
12447, 298
12147, 573
12747, 573
14247, 573
14547, 573
15747, 573
15447, 573
14847, 573
15147, 573
14622, 298
14697, 298
15222, 298
15297, 298
15597, 298
15822, 298
16647, 573
16947, 573
17547, 298
17247, 298
17922, 498
18222, 498
18522, 498
18822, 498
19122, 223
19422, 223
19722, 223
20022, 223
14322, 573
15372, 573
killFloors
8575, 375
8750, 375
9600, 650
10250, 650
goalBlocks
20925, 575
20925, 300
breakableWalls
ziplines
