platformBlocks
actionIndicators
playerCheckpoints
3750, 700,
9150, 700,
15750, 700,
17100, 600,
21300, 600,
30300, 700,
25500, 500,
14400, 700,
player
0, 715,
enemies
600, 700, enemy,
1200, 700, enemy,
900, 700, enemy,
1800, 650, enemy,
2100, 650, enemy,
3600, 700, enemy,
4200, 700, enemy,
4575, 700, enemy,
4950, 700, enemy,
7650, 650, enemy,
7950, 650, enemy,
9600, 700, enemy,
10800, 700, enemy,
11100, 700, enemy,
11400, 700, enemy,
11700, 700, enemy,
13350, 700, enemy,
13950, 700, enemy,
16350, 650, enemy,
19350, 600, enemy,
19650, 600, enemy,
24750, 425, enemy,
25050, 425, enemy,
30450, 700, enemy,
2700, 700, enemy,
3000, 700, enemy,
3300, 700, enemy,
4350, 700, enemy,
4725, 700, enemy,
5925, 625, enemy,
5325, 625, enemy,
6525, 625, enemy,
8550, 700, enemy,
8850, 700, enemy,
9900, 700, enemy,
11550, 700, enemy,
11850, 700, enemy,
12150, 625, enemy,
12450, 625, enemy,
12750, 625, enemy,
13050, 625, enemy,
13650, 700, enemy,
14250, 700, enemy,
16650, 650, enemy,
16575, 650, enemy,
16725, 650, enemy,
17250, 600, enemy,
17550, 600, enemy,
17850, 600, enemy,
5550, 700, enemy,
6150, 700, enemy,
6750, 700, enemy,
18750, 600, enemy,
19950, 525, enemy,
20250, 525, enemy,
20550, 600, enemy,
20850, 600, enemy,
22200, 600, enemy,
22350, 600, enemy,
22500, 600, enemy,
22650, 600, enemy,
7350, 650, enemy,
29550, 575, enemy,
29850, 575, enemy,
30975, 700, enemy,
31050, 700, enemy,
23550, 525, enemy,
23850, 475, enemy,
27150, 525, enemy,
28050, 450, enemy,
4950, 200, enemy,
5100, 200, enemy,
5250, 200, enemy,
4800, 200, enemy,
5550, 125, enemy,
5850, 200, enemy,
6000, 200, enemy,
6450, 200, enemy,
6750, 150, enemy,
7050, 100, enemy,
8100, 150, enemy,
8250, 200, enemy,
8400, 250, enemy,
8550, 300, enemy,
22275, 50, enemy,
22425, -25, enemy,
22575, 50, enemy,
22725, -25, enemy,
23475, -25, enemy,
