platformBlocks
actionIndicators
playerCheckpoints
7100, 25,
11900, -75,
17425, -25,
23850, -300,
28625, -350,
player
0, 540,
enemies
900, 525, enemy,
3300, 25, enemy,
5850, -50, enemy,
6075, 25, enemy,
6150, 25, enemy,
6525, 25, enemy,
6375, -50, enemy,
5400, 25, enemy,
6675, 25, enemy,
6750, 25, enemy,
6600, 25, enemy,
7275, 25, enemy,
7350, 25, enemy,
7575, -25, enemy,
7500, -25, enemy,
7725, -75, enemy,
7875, -75, enemy,
7950, -75, enemy,
8475, -75, enemy,
8550, -75, enemy,
8775, -150, enemy,
9150, -150, enemy,
9300, -25, enemy,
9450, -25, enemy,
9525, -25, enemy,
9600, -25, enemy,
9750, -75, enemy,
9900, -150, enemy,
10050, -75, enemy,
10275, -75, enemy,
10350, -75, enemy,
10875, -75, enemy,
10950, -75, enemy,
11175, -150, enemy,
11325, -75, enemy,
11400, -75, enemy,
11475, -75, enemy,
11550, -75, enemy,
12075, -75, enemy,
12150, -75, enemy,
12300, -75, enemy,
12525, -75, enemy,
12750, -150, enemy,
13275, -75, enemy,
13350, -75, enemy,
13500, -125, enemy,
13575, -125, enemy,
13725, -200, enemy,
14100, -125, enemy,
14400, -200, enemy,
14550, -125, enemy,
14850, -125, enemy,
14925, -125, enemy,
15150, -200, enemy,
15300, -125, enemy,
15450, -125, enemy,
15525, -125, enemy,
15600, -125, enemy,
15750, -100, enemy,
15900, -75, enemy,
16050, -75, enemy,
16125, -75, enemy,
16350, -50, enemy,
16500, -25, enemy,
16650, -25, enemy,
16725, -25, enemy,
16875, -25, enemy,
16200, -75, enemy,
18150, -100, enemy,
18450, -25, enemy,
18300, -75, enemy,
18525, 0, enemy,
18750, 75, enemy,
19050, 175, enemy,
18900, 125, enemy,
19125, 200, enemy,
19200, 225, enemy,
19500, 300, enemy,
19425, 300, enemy,
19725, 300, enemy,
19875, 300, enemy,
19950, 300, enemy,
20025, 300, enemy,
20100, 300, enemy,
20550, -200, enemy,
20850, -275, enemy,
21000, -200, enemy,
21150, -200, enemy,
21750, -275, enemy,
22050, -275, enemy,
22200, -200, enemy,
22275, -200, enemy,
22350, -200, enemy,
22425, -200, enemy,
22500, -200, enemy,
22575, -200, enemy,
22650, -200, enemy,
22875, -250, enemy,
22950, -250, enemy,
23025, -250, enemy,
23100, -250, enemy,
23325, -300, enemy,
23400, -300, enemy,
23475, -300, enemy,
24000, -300, enemy,
24450, -300, enemy,
25350, -375, enemy,
25650, -375, enemy,
25800, -300, enemy,
25950, -300, enemy,
26550, -375, enemy,
27000, -300, enemy,
27075, -300, enemy,
27150, -300, enemy,
27225, -300, enemy,
27450, -350, enemy,
27525, -350, enemy,
26850, -375, enemy,
27750, -400, enemy,
27825, -400, enemy,
27900, -400, enemy,
27975, -400, enemy,
28275, -475, enemy,
28500, -400, enemy,
28800, -350, enemy,
29100, -350, enemy,
29250, -350, enemy,
29325, -350, enemy,
29475, -350, enemy,
29550, -350, enemy,
29625, -350, enemy,
29700, -350, enemy,
17700, -25, enemy,
17850, -25, enemy,
17550, -25, enemy,
24525, -300, enemy,
24675, -300, enemy,
24900, -375, enemy,
25050, -300, enemy,
27675, -400, enemy,
28350, -400, enemy,
killFloors
6050, 125,
4800, 125,
3325, 125,
2325, 125,
1550, 600,
20775, 375,
8750, 50,
10825, 25,
12725, 25,
14000, -25,
15100, -25,
