platformBlocks
75, 675
225, 675
375, 675
525, 675
675, 675
825, 675
975, 675
1125, 675
1275, 675
1425, 675
1575, 675
1725, 675
1875, 675
2025, 675
2625, 675
2775, 675
2475, 675
2175, 675
2925, 675
2325, 675
3175, 675
3225, 675
3375, 675
3525, 700
3675, 700
3825, 700
3975, 700
4125, 700
4375, 700
4475, 700
4625, 700
25, 675
4775, 675
4875, 675
5075, 650
4925, 675
5475, 650
5225, 650
5625, 650
5775, 650
5925, 650
6075, 650
6225, 650
6375, 650
6525, 650
6825, 650
6975, 650
7125, 650
7275, 650
7425, 650
7575, 650
7725, 650
7875, 700
8025, 700
8175, 700
8325, 700
8475, 700
8625, 700
8775, 700
8925, 700
9075, 675
9225, 675
9375, 675
9525, 675
9675, 675
9975, 675
9825, 675
10125, 675
10275, 700
10575, 700
10425, 700
10725, 700
10875, 700
11025, 700
11175, 700
11325, 700
11575, 700
11625, 700
11775, 700
11925, 700
12075, 700
12225, 700
12375, 700
12475, 700
12725, 700
12825, 700
12975, 700
13125, 725
13275, 725
13425, 725
13575, 700
13725, 700
13875, 675
14025, 675
14175, 675
14325, 650
14475, 650
14625, 650
14775, 625
14800, 625
15025, 700
15075, 700
15225, 700
15375, 700
15525, 700
15825, 700
16100, 700
16125, 700
-125, 675
16400, 700
16425, 700
16575, 700
16725, 700
16875, 700
17025, 700
17175, 700
17225, 700
17475, 750
17625, 750
17775, 750
17925, 750
18075, 750
18100, 750
18350, 750
18450, 750
18675, 750
18825, 750
18975, 750
19200, 725
19275, 725
19425, 725
19575, 725
19600, 725
19850, 725
20025, 725
20175, 725
20425, 725
20475, 725
20575, 725
20825, 725
15675, 700
19950, 725
20925, 725
6675, 650
15850, 700
16150, 700
actionIndicators
600, 625
900, 625
1200, 625
1500, 625
15300, 650
7500, 600
8100, 650
8700, 650
9300, 625
9900, 625
10500, 650
11100, 650
6900, 600
12300, 650
13500, 600
14100, 625
14700, 525
17100, 650
19500, 675
20700, 600
18900, 700
12600, 575
15000, 500
16500, 650
17400, 575
17700, 700
18600, 625
19350, 675
11700, 650
20100, 675
2700, 625
2250, 625
3900, 650
6300, 600
5850, 600
12900, 650
playercheckpoints
17550, 600
6300, 550
player
0, 640
enemies
600, 625
900, 625
1200, 625
1500, 625
12300, 650
13500, 600
14100, 625
14700, 525
15300, 650
7500, 600
8100, 650
8700, 650
9300, 625
9900, 625
10500, 650
11100, 650
6900, 600
17100, 650
19500, 675
20700, 600
18900, 700
12600, 575
15000, 500
16500, 650
17400, 575
17700, 700
18600, 625
19350, 675
11700, 650
20100, 675
2275, 575
2275, 525
2275, 475
2275, 425
2700, 625
3900, 650
6300, 600
5875, 550
5875, 500
5875, 450
5875, 400
12900, 650
killFloors
12600, 750
14900, 750
16200, 750
17300, 775
18300, 800
19425, 775
20350, 775
goalBlocks
breakableWalls
ziplines
