platformBlocks
75, 675,
75, 375,
225, 375,
375, 375,
525, 375,
675, 375,
825, 375,
975, 375,
225, 675,
375, 675,
525, 675,
675, 675,
825, 675,
975, 675,
1125, 375,
1275, 375,
1125, 675,
1275, 675,
1425, 375,
1425, 675,
1575, 375,
1725, 375,
1575, 675,
1725, 675,
1875, 375,
1875, 675,
2025, 375,
2025, 675,
2625, 725,
2775, 700,
2475, 725,
2175, 375,
2175, 675,
2925, 700,
2325, 725,
3075, 675,
2325, 425,
2475, 425,
2625, 425,
2775, 400,
2925, 400,
3225, 375,
3075, 375,
3225, 675,
3375, 375,
3375, 675,
3525, 400,
3675, 400,
3825, 400,
3525, 700,
3675, 700,
3825, 700,
3975, 375,
4125, 375,
4275, 350,
4425, 350,
4575, 350,
3975, 675,
4125, 675,
4275, 650,
4425, 650,
4575, 650,
25, 375,
25, 675,
4725, 325,
4725, 625,
4875, 325,
5075, 300,
4875, 625,
5075, 600,
4925, 325,
4925, 625,
5475, 300,
5475, 600,
5225, 300,
5225, 600,
5625, 300,
5775, 300,
5625, 600,
5775, 600,
5925, 325,
5925, 625,
6075, 325,
6225, 325,
6075, 625,
6225, 625,
6375, 350,
6375, 650,
6525, 650,
6525, 350,
6675, 650,
6825, 650,
6975, 650,
7125, 650,
7275, 650,
7425, 650,
7575, 650,
7725, 650,
7875, 700,
8025, 700,
8175, 700,
8325, 700,
8475, 700,
8625, 700,
8775, 700,
8925, 700,
9075, 675,
9225, 675,
9375, 675,
9525, 675,
9675, 675,
9975, 675,
9825, 675,
10125, 675,
10275, 700,
10575, 700,
10425, 700,
10725, 700,
10875, 700,
11025, 700,
11175, 700,
11325, 700,
6675, 350,
6825, 350,
6975, 350,
7125, 400,
7275, 400,
7425, 400,
7575, 400,
7725, 375,
7875, 375,
8025, 350,
8175, 350,
8325, 375,
8475, 375,
8625, 375,
8775, 350,
8925, 350,
9075, 325,
9225, 325,
9375, 325,
9525, 300,
9675, 300,
9975, 300,
10275, 300,
10025, 300,
10425, 300,
10575, 300,
10725, 350,
10875, 350,
11025, 350,
11175, 375,
11325, 375,
9725, 300,
11475, 375,
11625, 375,
11775, 375,
11475, 700,
11625, 700,
11875, 700,
11925, 400,
11925, 700,
12075, 400,
12075, 700,
12225, 400,
12375, 375,
12225, 700,
12375, 700,
12525, 700,
12700, 375,
12675, 725,
12825, 725,
12850, 375,
12975, 375,
13075, 725,
13125, 725,
13275, 725,
13425, 725,
13575, 725,
13725, 725,
13875, 700,
14025, 700,
14175, 700,
14325, 700,
14475, 700,
14625, 700,
14775, 700,
14925, 700,
15075, 725,
15225, 725,
15475, 725,
15525, 725,
15675, 725,
15825, 725,
16075, 725,
16125, 725,
13125, 400,
13425, 400,
13575, 375,
13725, 375,
13875, 350,
14025, 350,
14175, 350,
14325, 325,
14475, 325,
15025, 375,
15225, 375,
15375, 375,
15525, 375,
15675, 375,
15825, 375,
15975, 375,
16125, 375,
-125, 675,
-125, 375,
12475, 375,
13275, 400,
14625, 325,
15075, 375,
14775, 300,
14800, 300,
16375, 375,
16525, 375,
16575, 375,
16725, 375,
17075, 375,
17225, 375,
17475, 425,
17625, 425,
17775, 425,
16875, 375,
16975, 375,
17925, 425,
18075, 425,
18100, 425,
18350, 425,
18375, 425,
18450, 425,
18675, 425,
18725, 425,
18975, 425,
19200, 400,
18825, 425,
19300, 400,
19450, 400,
19600, 400,
19850, 400,
19875, 400,
20025, 400,
20175, 400,
20575, 400,
20825, 400,
20425, 400,
20925, 400,
16275, 700,
16425, 700,
16575, 700,
16725, 700,
16875, 700,
17025, 700,
17175, 700,
17325, 700,
17475, 675,
17625, 675,
17775, 675,
17925, 675,
18075, 675,
18225, 675,
18375, 675,
18525, 675,
18675, 750,
18825, 750,
18975, 750,
19125, 750,
19275, 750,
19425, 750,
19575, 750,
19725, 750,
19875, 725,
20025, 725,
20275, 725,
20325, 725,
20475, 725,
20625, 725,
20775, 725,
20925, 725,
actionIndicators
600, 325,
750, 325,
900, 325,
1050, 325,
1200, 625,
1350, 625,
1500, 625,
1650, 625,
11400, 325,
12600, 250,
15000, 175,
17400, 250,
18600, 300,
15900, 325,
17100, 325,
15450, 325,
16650, 325,
17850, 375,
19350, 350,
7500, 600,
8100, 650,
8700, 650,
9300, 625,
9900, 625,
10500, 650,
11100, 650,
6900, 600,
12300, 650,
13500, 675,
14100, 650,
14700, 650,
16500, 650,
17100, 650,
17700, 625,
18300, 625,
19500, 625,
20700, 675,
18900, 625,
player1checkpoints
17550, 600,
6300, 550,
player2checkpoints
11400, 300,
11400, 650,
17550, 350,
6300, 250,
player1
0, 315,
player2
0, 340,
enemies
600, 325,
900, 325,
1050, 325,
1200, 625,
1350, 625,
1500, 625,
1650, 625,
12300, 650,
13500, 675,
14100, 650,
14700, 650,
11400, 325,
750, 325,
15000, 175,
12600, 250,
17400, 250,
18600, 300,
15900, 325,
15450, 325,
16650, 325,
17100, 325,
17850, 375,
19350, 350,
7500, 600,
8100, 650,
8700, 650,
9300, 625,
9900, 625,
10500, 650,
11100, 650,
6900, 600,
16500, 650,
17100, 650,
17700, 625,
18300, 625,
19500, 625,
20700, 675,
18900, 625,
killFloors
5425, 350,
5425, 650,
10000, 350,
12600, 425,
14875, 425,
16275, 425,
17400, 450,
18575, 450,
19500, 450,
20475, 450,
11800, 750,
12950, 775,
15650, 775,
20175, 775,
goalBlocks
breakableWalls
ziplines
125, 300, 475, 100,
placers
