165
platformBlocks
actionIndicators
playerCheckpoints
player
0, 540,
enemies
2400, 525, enemy,
2700, 475, enemy,
3000, 475, enemy,
3300, 425, enemy,
3525, 425, enemy,
3900, 375, enemy,
4200, 375, enemy,
4500, 325, enemy,
7200, 325, enemy,
7500, 250, enemy,
7800, 325, enemy,
8100, 250, enemy,
8325, 325, enemy,
8400, 325, enemy,
8700, 250, enemy,
9000, 325, enemy,
9300, 250, enemy,
9525, 325, enemy,
9600, 325, enemy,
9825, 325, enemy,
10650, 325, enemy,
11850, 325, enemy,
12225, 375, enemy,
13050, 275, enemy,
13425, 325, enemy,
13650, 325, enemy,
14250, 275, enemy,
14850, 275, enemy,
15450, 275, enemy,
16050, 275, enemy,
16650, 275, enemy,
17850, 175, enemy,
18600, 150, enemy,
19050, 175, enemy,
19425, 225, enemy,
20400, 125, enemy,
20625, 125, enemy,
20850, 125, enemy,
22050, 125, enemy,
22650, 125, enemy,
23025, 175, enemy,
24000, 225, enemy,
24225, 225, enemy,
24600, 150, enemy,
25050, 225, enemy,
25800, 150, enemy,
26400, 225, enemy,
26625, 225, enemy,
27000, 150, enemy,
27825, 225, enemy,
28125, 225, enemy,
28950, 150, enemy,
29250, 250, enemy,
29550, 325, enemy,
29850, 400, enemy,
30150, 500, enemy,
30450, 575, enemy,
30750, 675, enemy,
31350, 825, enemy,
31650, 825, enemy,
31950, 825, enemy,
32250, 825, enemy,
32550, 825, enemy,
32850, 825, enemy,
36150, 750, enemy,
36450, 750, enemy,
36750, 750, enemy,
37050, 750, enemy,
37950, 775, enemy,
38100, 775, enemy,
38250, 775, enemy,
38400, 775, enemy,
38475, 775, enemy,
38550, 775, enemy,
38700, 775, enemy,
38925, 775, enemy,
40800, 925, enemy,
40950, 975, enemy,
41025, 1000, enemy,
41100, 1025, enemy,
41250, 1075, enemy,
41500, 1150, enemy,
41700, 1200, enemy,
43050, 1550, enemy,
43350, 1475, enemy,
43500, 1550, enemy,
43950, 1475, enemy,
44100, 1550, enemy,
44325, 1550, enemy,
44550, 1475, enemy,
44700, 1550, enemy,
44775, 1550, enemy,
45150, 1475, enemy,
45300, 1550, enemy,
45525, 1550, enemy,
45750, 1475, enemy,
45900, 1550, enemy,
46350, 1475, enemy,
46500, 1550, enemy,
46725, 1550, enemy,
46950, 1475, enemy,
47100, 1550, enemy,
47175, 1550, enemy,
47550, 1475, enemy,
47700, 1550, enemy,
47775, 1550, enemy,
47925, 1550, enemy,
48300, 1450, enemy,
48350, 1450, enemy,
48750, 1375, enemy,
48900, 1450, enemy,
48975, 1450, enemy,
49125, 1450, enemy,
49500, 1350, enemy,
49575, 1350, enemy,
49950, 1275, enemy,
50100, 1350, enemy,
50175, 1350, enemy,
50325, 1350, enemy,
50700, 1250, enemy,
50775, 1250, enemy,
51150, 1175, enemy,
51300, 1250, enemy,
51375, 1250, enemy,
51525, 1250, enemy,
51900, 1150, enemy,
51975, 1150, enemy,
52350, 1075, enemy,
52500, 1150, enemy,
52575, 1150, enemy,
52725, 1150, enemy,
52800, 1150, enemy,
53025, 1150, enemy,
53250, 1150, enemy,
53850, 1150, enemy,
54000, 1150, enemy,
54225, 1150, enemy,
54450, 1150, enemy,
55200, 1150, enemy,
55425, 1150, enemy,
57000, 975, enemy,
57600, 1050, enemy,
57825, 1050, enemy,
58200, 1000, enemy,
58425, 1000, enemy,
58650, 1000, enemy,
59400, 925, enemy,
59625, 925, enemy,
59850, 925, enemy,
60000, 1000, enemy,
60225, 1000, enemy,
60600, 950, enemy,
60825, 950, enemy,
61425, 1050, enemy,
61650, 1050, enemy,
62400, 1000, enemy,
62625, 1000, enemy,
63225, 900, enemy,
63450, 900, enemy,
64200, 825, enemy,
64800, 950, enemy,
65025, 950, enemy,
65400, 900, enemy,
65625, 900, enemy,
65850, 900, enemy,
66225, 950, enemy,
66450, 950, enemy,
66600, 950, enemy,
66750, 950, enemy,
66900, 950, enemy,
67050, 950, enemy,
67125, 950, enemy,
3600, 425, enemy,
4575, 325, enemy,
11400, 250, enemy,
23400, 100, enemy,
20250, 125, enemy,
45375, 1550, enemy,
28050, 225, enemy,
killFloors
7825, 425,
8950, 425,
10350, 425,
11250, 425,
15125, 375,
16325, 375,
18650, 325,
21150, 225,
22250, 225,
23200, 275,
24625, 325,
25625, 325,
26825, 325,
30425, 900,
29500, 900,
28575, 900,
34225, 950,
35125, 950,
36025, 950,
36900, 950,
37775, 950,
42125, 1650,
41225, 1650,
40350, 1650,
39625, 1650,
43700, 1650,
44850, 1650,
46025, 1650,
47275, 1675,
48975, 1550,
50175, 1475,
51400, 1350,
52600, 1250,
53750, 1250,
56975, 1150,
58975, 1100,
59900, 1100,
60875, 1150,
63975, 1025,
65525, 1050,
34050, 1025,
34975, 1025,
35900, 1025,
36825, 1025,
37750, 1025,
goalBlocks
67700, 950,
breakableWalls
ziplines
28800, 150, 31075, 750,
39750, 675, 42600, 1450,
placers
slideWalls
2800, 450,
3400, 400,
4000, 350,
8225, 300,
8825, 300,
7625, 300,
9425, 300,
10125, 300,
14475, 250,
14675, 250,
15675, 250,
15875, 250,
16875, 250,
17075, 250,
21675, 100,
21875, 100,
43625, 1525,
44225, 1525,
46025, 1525,
46625, 1525,
54675, 1125,
powerups
15775, 225,
18000, 75,
53500, 1050,
44925, 1475,
61050, 850,
jumpBoosts
coins
14575, 225,
16975, 225,
21775, 75,
25525, 150,
33850, 725,
34450, 725,
35050, 725,
35650, 725,
47325, 1475,
54900, 1050,
66000, 800,
63700, 825,
63925, 825,
keyBindings
skips
mashes
28200, 225, 28500, 225,
33000, 825, 33450, 825,
56400, 1050, 56700, 1050,
61800, 1000, 62250, 1000,
holds
moveLines
loops
4800, 300, 9600, 300,
14400, 250, 19200, 200,
48000, 1400, 52800, 1125,
57600, 900, 63000, 925,
platformBlocks
-75, 575, 116, 826.5, (-75, 575), 
1125, 575, 193, 1426.5, (1125, 575), 
2525, 575, 20, 76.5, (2525, 575), 
2675, 525, 39, 226.5, (2675, 525), 
3125, 525, 20, 76.5, (3125, 525), 
3275, 475, 20, 76.5, (3275, 475), 
3575, 475, 39, 226.5, (3575, 475), 
3875, 425, 77, 526.5, (3875, 425), 
4475, 375, 379, 2876.5, (4475, 375), 
7325, 375, 90, 626.5, (7325, 375), 
7925, 375, 90, 626.5, (7925, 375), 
8525, 375, 71, 476.5, (8525, 375), 
8975, 375, 167, 1226.5, (8975, 375), 
10175, 375, 90, 626.5, (10175, 375), 
10775, 375, 20, 76.5, (10775, 375), 
11025, 375, 20, 60.8999977111816, (11025, 375), 
11625, 375, 48, 301.5, (11625, 375), 
12000, 425, 74, 501.5, (12000, 425), 
12375, 425, 20, 76.5, (12375, 425), 
12575, 375, 20, 76.5, (12575, 375), 
12725, 325, 61, 401.5, (12725, 325), 
13200, 375, 87, 601.5, (13200, 375), 
13775, 375, 20, 76.5, (13775, 375), 
13925, 325, 90, 626.5, (13925, 325), 
14775, 325, 39, 226.5, (14775, 325), 
14975, 325, 71, 476.5, (14975, 325), 
16175, 325, 20, 76.5, (16175, 325), 
15525, 325, 20, 76.5, (15525, 325), 
15825, 325, 58, 376.5, (15825, 325), 
16425, 325, 116, 826.5, (16425, 325), 
17225, 325, 20, 76.5, (17225, 325), 
17375, 275, 20, 76.5, (17375, 275), 
17525, 225, 61, 401.5, (17525, 225), 
18000, 275, 74, 501.5, (18000, 275), 
18675, 225, 68, 451.5, (18675, 225), 
19200, 275, 74, 501.5, (19200, 275), 
19775, 225, 20, 76.5, (19775, 225), 
19925, 175, 71, 476.5, (19925, 175), 
20625, 175, 58, 376.5, (20625, 175), 
20975, 175, 167, 1226.5, (20975, 175), 
22175, 175, 81, 551.5, (22175, 175), 
22800, 225, 74, 501.5, (22800, 225), 
23625, 225, 20, 76.5, (23625, 225), 
23775, 275, 97, 676.5, (23775, 275), 
24425, 275, 109, 776.5, (24425, 275), 
25175, 275, 20, 76.5, (25175, 275), 
25425, 275, 20, 60.8999977111816, (25425, 275), 
25650, 275, 164, 1201.5, (25650, 275), 
26825, 275, 81, 551.5, (26825, 275), 
27450, 325, 39, 226.5, (27450, 325), 
27750, 275, 145, 1051.5, (27750, 275), 
30975, 875, 366, 2776.5, (30975, 875), 
33725, 875, 52, 326.5, (33725, 875), 
34025, 875, 52, 326.5, (34025, 875), 
34325, 875, 52, 326.5, (34325, 875), 
34625, 875, 52, 326.5, (34625, 875), 
34925, 875, 52, 326.5, (34925, 875), 
35225, 875, 52, 326.5, (35225, 875), 
35525, 875, 52, 326.5, (35525, 875), 
35825, 875, 20, 76.5, (35825, 875), 
36075, 875, 45, 276.5, (36075, 875), 
36325, 875, 52, 326.5, (36325, 875), 
36625, 875, 52, 326.5, (36625, 875), 
36925, 875, 64, 426.5, (36925, 875), 
37325, 875, 52, 326.5, (37325, 875), 
37625, 875, 20, 76.5, (37625, 875), 
37875, 825, 250, 1876.5, (37875, 825), 
42675, 1600, 77, 526.5, (42675, 1600), 
43175, 1600, 90, 626.5, (43175, 1600), 
43775, 1600, 90, 626.5, (43775, 1600), 
44375, 1600, 90, 626.5, (44375, 1600), 
44975, 1600, 90, 626.5, (44975, 1600), 
45575, 1600, 90, 626.5, (45575, 1600), 
46175, 1600, 90, 626.5, (46175, 1600), 
46775, 1600, 90, 626.5, (46775, 1600), 
47375, 1600, 90, 626.5, (47375, 1600), 
47975, 1600, 20, 76.5, (47975, 1600), 
48125, 1550, 20, 76.5, (48125, 1550), 
48275, 1500, 20, 76.5, (48275, 1500), 
48575, 1500, 97, 676.5, (48575, 1500), 
49325, 1450, 20, 76.5, (49325, 1450), 
49475, 1400, 129, 926.5, (49475, 1400), 
50375, 1400, 20, 76.5, (50375, 1400), 
50525, 1350, 20, 76.5, (50525, 1350), 
50675, 1300, 129, 926.5, (50675, 1300), 
51575, 1300, 20, 76.5, (51575, 1300), 
51725, 1250, 20, 76.5, (51725, 1250), 
51875, 1200, 206, 1526.5, (51875, 1200), 
53375, 1200, 302, 2276.5, (53375, 1200), 
55625, 1200, 20, 76.5, (55625, 1200), 
55775, 1150, 20, 76.5, (55775, 1150), 
55925, 1100, 52, 326.5, (55925, 1100), 
56225, 1100, 20, 76.5, (56225, 1100), 
56525, 1100, 39, 226.5, (56525, 1100), 
56375, 1100, 20, 76.5, (56375, 1100), 
56825, 1100, 167, 1226.5, (56825, 1100), 
58025, 1100, 20, 76.5, (58025, 1100), 
58175, 1050, 90, 626.5, (58175, 1050), 
