platformBlocks
75, 575,
-75, 575,
225, 575,
375, 575,
525, 575,
675, 575,
825, 575,
975, 575,
1125, 575,
1275, 575,
1425, 575,
1575, 575,
1725, 575,
1875, 575,
2025, 575,
2175, 575,
2325, 575,
2475, 575,
2925, 575,
2775, 575,
2625, 575,
3075, 575,
3225, 575,
3375, 575,
3525, 575,
3675, 575,
3825, 575,
3975, 575,
4125, 575,
4275, 575,
4425, 575,
4575, 575,
4725, 575,
4875, 575,
5025, 575,
5175, 575,
5325, 575,
5475, 575,
5625, 575,
5775, 575,
5925, 575,
6075, 575,
6225, 575,
6375, 575,
6525, 575,
6825, 575,
6675, 575,
6975, 575,
7125, 575,
7275, 575,
7425, 575,
7575, 575,
7725, 575,
7875, 575,
8025, 575,
8175, 575,
8325, 575,
8475, 575,
8625, 575,
8775, 575,
8925, 575,
9075, 575,
9225, 575,
9375, 575,
9525, 575,
9675, 575,
9825, 575,
9975, 575,
10125, 575,
10275, 575,
10425, 575,
10575, 575,
10725, 575,
10875, 575,
11025, 575,
11175, 575,
11325, 575,
11475, 575,
11625, 575,
11775, 575,
11925, 575,
12075, 575,
12225, 575,
12375, 575,
12525, 575,
12675, 575,
12825, 575,
12975, 575,
13125, 575,
13275, 575,
13425, 575,
13575, 575,
13725, 575,
13875, 575,
14025, 575,
14175, 575,
14325, 575,
14475, 575,
14625, 575,
14775, 575,
14925, 575,
15075, 575,
15225, 575,
15375, 575,
15525, 575,
15675, 575,
15825, 575,
15975, 575,
16125, 575,
16275, 575,
16425, 575,
16575, 575,
16725, 575,
16975, 575,
17275, 575,
17125, 575,
17325, 575,
17575, 575,
17725, 575,
17875, 575,
17925, 575,
18175, 575,
18325, 575,
18475, 575,
18525, 575,
18775, 575,
18925, 575,
19075, 575,
19125, 575,
19275, 575,
19425, 575,
19575, 575,
19725, 575,
19875, 575,
20025, 575,
20175, 575,
20325, 575,
20475, 575,
20625, 575,
20775, 575,
20925, 575,
21075, 575,
21225, 575,
21375, 575,
21525, 575,
21675, 575,
21825, 575,
21975, 575,
22125, 575,
22275, 575,
22425, 575,
22575, 575,
22725, 575,
22875, 575,
23025, 575,
23175, 575,
23325, 575,
23475, 575,
23625, 575,
23775, 575,
23925, 575,
24075, 575,
24225, 575,
24375, 575,
24525, 575,
24675, 575,
24825, 575,
24975, 575,
25125, 575,
25275, 575,
25425, 575,
25575, 575,
25725, 575,
25875, 575,
26025, 575,
26175, 575,
26325, 575,
26475, 575,
26625, 575,
26775, 575,
26925, 575,
27075, 575,
27225, 575,
27375, 575,
27525, 575,
27675, 575,
27825, 575,
27975, 575,
28125, 575,
28275, 575,
28425, 575,
28575, 575,
28725, 575,
28875, 575,
29025, 575,
29175, 575,
29325, 575,
29475, 575,
29625, 575,
29775, 575,
29925, 575,
30075, 575,
30225, 575,
30375, 575,
30525, 575,
30675, 575,
30825, 575,
30975, 575,
31125, 575,
31275, 575,
31425, 575,
31575, 575,
31725, 575,
31875, 575,
32025, 575,
32175, 575,
32325, 575,
32475, 575,
32625, 575,
32775, 575,
32925, 575,
33075, 575,
33225, 575,
33525, 575,
33375, 575,
33675, 575,
33825, 575,
33975, 575,
34125, 575,
34275, 575,
34425, 575,
34575, 575,
34750, 575,
34725, 575,
36075, 575,
36225, 575,
36375, 575,
36525, 575,
36675, 575,
36825, 575,
36975, 575,
37125, 575,
35025, 575,
34800, 575,
35100, 575,
35325, 575,
35400, 575,
35625, 575,
35700, 575,
35925, 575,
37275, 575,
37425, 575,
37575, 575,
37725, 575,
37875, 575,
38025, 575,
38175, 575,
38325, 575,
38475, 575,
38625, 575,
38775, 575,
38925, 575,
39075, 575,
39225, 575,
39375, 575,
39525, 575,
39675, 575,
39825, 575,
39975, 575,
40125, 575,
40275, 575,
40425, 575,
40575, 575,
40725, 575,
40875, 575,
41025, 575,
41175, 575,
41325, 575,
41475, 575,
41625, 575,
41775, 575,
41925, 575,
actionIndicators
9600, 525,
10800, 525,
11400, 525,
12000, 525,
12600, 525,
13200, 525,
13800, 525,
24900, 525,
25200, 525,
24600, 525,
24300, 525,
24000, 525,
25500, 525,
25800, 525,
26100, 525,
28800, 525,
29100, 525,
29400, 525,
29700, 525,
30000, 525,
30300, 525,
30600, 525,
30900, 525,
33750, 450,
34050, 450,
34350, 450,
34650, 450,
34950, 450,
35250, 450,
35550, 450,
35850, 450,
10200, 525,
41400, 500,
16050, 500,
19050, 525,
26850, 500,
31650, 500,
36450, 500,
playerCheckpoints
player
0, 526.06689453125,
enemies
9600, 525,
10200, 525,
10800, 525,
11400, 525,
12000, 525,
12600, 525,
13200, 525,
13800, 525,
24000, 525,
24300, 525,
24600, 525,
24900, 525,
25200, 525,
25500, 525,
25800, 525,
26100, 525,
33750, 450,
34050, 450,
34350, 450,
34650, 450,
34950, 450,
35250, 450,
35550, 450,
35850, 450,
killFloors
35075, 650,
35875, 650,
18275, 650,
17150, 650,
goalBlocks
41950, 525,
breakableWalls
40900, 275,
ziplines
placers
slideWalls
28875, 500,
29175, 500,
29475, 500,
29775, 500,
30075, 500,
30375, 500,
30675, 500,
30975, 500,
powerups
